gene_chrom	gene_start	gene_end	region_chrom	region_start	region_end	gene_id	gene_strand	region_id	target	subset	gene_expr_change	distance_to_tss	ABC_score
chr8	124191199	124222314	chr8	124402574	124402884	ENSG00000147689	+	chr8:124402574-124402884	negative	train	-0.0716962958987685	211375	0.0013163158
chr8	124191199	124222314	chr8	124407453	124407786	ENSG00000147689	+	chr8:124407453-124407786	negative	train	0.0361577200379101	216254	0.0038355959
chr8	124191199	124222314	chr8	124425186	124425554	ENSG00000147689	+	chr8:124425186-124425554	negative	train	-0.058437048492969	233987	0.00055175255
chr8	124191199	124222314	chr8	124458718	124459397	ENSG00000147689	+	chr8:124458718-124459397	negative	train	0.0467631015401412	267519	0.00036093011
chr8	124191199	124222314	chr8	124460019	124460372	ENSG00000147689	+	chr8:124460019-124460372	negative	train	0.0946031464251768	268820	0.00030260521
chr8	124191199	124222314	chr8	124463056	124463653	ENSG00000147689	+	chr8:124463056-124463653	negative	train	0.117091270331692	271857	0.0011572897
chr8	124191199	124222314	chr8	123869960	123870625	ENSG00000147689	+	chr8:123869960-123870625	negative	train	-0.056231727348939	320574	0.00071401493
chr8	124191199	124222314	chr8	124524322	124525018	ENSG00000147689	+	chr8:124524322-124525018	negative	train	-0.0359262171343818	333123	0.00077270271
chr8	124191199	124222314	chr8	124526406	124526955	ENSG00000147689	+	chr8:124526406-124526955	negative	train	-0.0096139951007804	335207	0.0004366179
chr8	124191199	124222314	chr8	124529051	124529901	ENSG00000147689	+	chr8:124529051-124529901	negative	train	0.0299821913836866	337852	0.0005902079
chr8	124191199	124222314	chr8	123850025	123850218	ENSG00000147689	+	chr8:123850025-123850218	negative	train	0.0475681285084997	340981	0.00039433496
chr8	124191199	124222314	chr8	123840303	123841003	ENSG00000147689	+	chr8:123840303-123841003	negative	train	0.0210507891214231	350196	0.003675905
chr8	124191199	124222314	chr8	124601558	124601840	ENSG00000147689	+	chr8:124601558-124601840	negative	valid	0.0318569863837906	410359	0.00019110967
chr8	124191199	124222314	chr8	124604746	124604975	ENSG00000147689	+	chr8:124604746-124604975	negative	train	0.0468106088013329	413547	0.0001310175
chr8	124191199	124222314	chr8	124618637	124618879	ENSG00000147689	+	chr8:124618637-124618879	negative	valid	0.0344455711823147	427438	7.2942937e-05
chr8	124191199	124222314	chr8	124625608	124625878	ENSG00000147689	+	chr8:124625608-124625878	negative	train	0.0421268115051148	434409	0.00076681862
chr8	124191199	124222314	chr8	124635099	124635254	ENSG00000147689	+	chr8:124635099-124635254	negative	test	0.0546271316425575	443900	0.00011563595
chr11	3818953	3847601	chr11	3830202	3830846	ENSG00000148985	+	chr11:3830202-3830846	positive	train	-1.59657005971146	11249	0.010073242
chr11	3818953	3847601	chr11	3823317	3823960	ENSG00000148985	+	chr11:3823317-3823960	negative	train	-0.0361012892477834	4364	0.010619974
chr11	3818953	3847601	chr11	3845969	3846357	ENSG00000148985	+	chr11:3845969-3846357	negative	train	-0.0178324320129537	27016	0.01061927
chr11	3818953	3847601	chr11	3846652	3846805	ENSG00000148985	+	chr11:3846652-3846805	negative	train	0.191276387858627	27699	0.0066061427
chr11	3818953	3847601	chr11	3852740	3853403	ENSG00000148985	+	chr11:3852740-3853403	negative	train	0.0235149191882718	33787	0.011417633
chr11	3818953	3847601	chr11	3854683	3855091	ENSG00000148985	+	chr11:3854683-3855091	negative	valid	-0.216258176666073	35730	0.0087530086
chr11	3818953	3847601	chr11	3855556	3856826	ENSG00000148985	+	chr11:3855556-3856826	negative	train	-0.0975672297802319	36603	0.047723996
chr11	3818953	3847601	chr11	3862078	3863299	ENSG00000148985	+	chr11:3862078-3863299	negative	train	-0.109920072744438	43125	0.011227979
chr11	3818953	3847601	chr11	3870486	3870777	ENSG00000148985	+	chr11:3870486-3870777	negative	train	-0.487639320450344	51533	0.0012672809
chr11	3818953	3847601	chr11	3874089	3874480	ENSG00000148985	+	chr11:3874089-3874480	negative	test	-0.240630205830614	55136	0.0027734664
chr11	3818953	3847601	chr11	3875123	3876852	ENSG00000148985	+	chr11:3875123-3876852	negative	test	0.0661780143232493	56170	0.044976829
chr11	3818953	3847601	chr11	3880753	3881137	ENSG00000148985	+	chr11:3880753-3881137	negative	train	0.210715494749266	61800	0.0077855052
chr11	3818953	3847601	chr11	3882137	3882381	ENSG00000148985	+	chr11:3882137-3882381	negative	train	0.0773705087365133	63184	0.0041279581
chr11	3818953	3847601	chr11	3886978	3887398	ENSG00000148985	+	chr11:3886978-3887398	negative	train	-0.211762390729304	68025	0.006751216
chr11	3818953	3847601	chr11	3887455	3887741	ENSG00000148985	+	chr11:3887455-3887741	negative	train	0.015973074663965	68502	0.006751216
chr11	3818953	3847601	chr11	3888535	3889369	ENSG00000148985	+	chr11:3888535-3889369	negative	train	-0.0542213848940039	69582	0.0076159301
chr11	3818953	3847601	chr11	3892386	3892857	ENSG00000148985	+	chr11:3892386-3892857	negative	train	-0.0403062038010822	73433	0.0070923493
chr11	3818953	3847601	chr11	3899851	3900226	ENSG00000148985	+	chr11:3899851-3900226	negative	train	-0.0375169345274977	80898	0.0020632696
chr11	3818953	3847601	chr11	3912941	3913310	ENSG00000148985	+	chr11:3912941-3913310	negative	train	0.0900094433584118	93988	0.0041667739
chr11	3818953	3847601	chr11	3913368	3913720	ENSG00000148985	+	chr11:3913368-3913720	negative	train	0.0579085969015278	94415	0.0041667739
chr11	3818953	3847601	chr11	3916348	3916699	ENSG00000148985	+	chr11:3916348-3916699	negative	train	-0.107837349578956	97395	0.0021240296
chr11	3818953	3847601	chr11	3924771	3925142	ENSG00000148985	+	chr11:3924771-3925142	negative	train	0.123702735671795	105818	0.00073137952
chr11	3818953	3847601	chr11	3926274	3926558	ENSG00000148985	+	chr11:3926274-3926558	negative	train	-0.101556404401982	107321	0.00042138986
chr11	3818953	3847601	chr11	3705975	3706598	ENSG00000148985	+	chr11:3705975-3706598	negative	train	0.203495689107697	112355	0.0030069806
chr11	3818953	3847601	chr11	3941319	3941697	ENSG00000148985	+	chr11:3941319-3941697	negative	train	-0.102734362778317	122366	0.0014290326
chr11	3818953	3847601	chr11	3686946	3687307	ENSG00000148985	+	chr11:3686946-3687307	negative	train	-0.0813928541891973	131646	0.0013405313
chr11	3818953	3847601	chr11	3970490	3970655	ENSG00000148985	+	chr11:3970490-3970655	negative	train	0.0203438940892877	151537	0.00080476607
chr11	3818953	3847601	chr11	3666022	3666484	ENSG00000148985	+	chr11:3666022-3666484	negative	train	-0.185478814724558	152469	0.00080647503
chr11	3818953	3847601	chr11	3972392	3972829	ENSG00000148985	+	chr11:3972392-3972829	negative	valid	0.207749670451178	153439	0.0017945584
chr11	3818953	3847601	chr11	3664558	3664710	ENSG00000148985	+	chr11:3664558-3664710	negative	train	0.0643116704499724	154243	0.003585977
chr11	3818953	3847601	chr11	3975619	3976065	ENSG00000148985	+	chr11:3975619-3976065	negative	train	-0.141831364314779	156666	0.0029997426
chr11	3818953	3847601	chr11	3980208	3980529	ENSG00000148985	+	chr11:3980208-3980529	negative	train	0.0088172128929082	161255	0.0001098647
chr11	3818953	3847601	chr11	3986769	3986988	ENSG00000148985	+	chr11:3986769-3986988	negative	valid	-0.054290638143879	167816	0.0020919652
chr11	3818953	3847601	chr11	3647529	3647668	ENSG00000148985	+	chr11:3647529-3647668	negative	train	-0.0644533046423341	171285	0.00068609111
chr11	3818953	3847601	chr11	3998251	3998697	ENSG00000148985	+	chr11:3998251-3998697	negative	train	0.043455819449483	179298	0.0003172742
chr11	3818953	3847601	chr11	3635475	3636207	ENSG00000148985	+	chr11:3635475-3636207	negative	valid	0.261563661481607	182746	0.00085317691
chr11	3818953	3847601	chr11	4006157	4006564	ENSG00000148985	+	chr11:4006157-4006564	negative	train	-0.0581755694961081	187204	0.00065390852
chr11	3818953	3847601	chr11	3625972	3626850	ENSG00000148985	+	chr11:3625972-3626850	negative	train	0.302150523709359	192103	0.00075077098
chr11	3818953	3847601	chr11	4017107	4017612	ENSG00000148985	+	chr11:4017107-4017612	negative	train	-0.150753436996111	198154	0.0060602066
chr11	3818953	3847601	chr11	4040071	4040257	ENSG00000148985	+	chr11:4040071-4040257	negative	train	0.165972140099556	221118	0.0001998174
chr11	3818953	3847601	chr11	4065285	4065763	ENSG00000148985	+	chr11:4065285-4065763	negative	train	0.109391353391539	246332	0.00062412287
chr11	3818953	3847601	chr11	4079189	4079768	ENSG00000148985	+	chr11:4079189-4079768	negative	train	-0.0097719491775083	260236	0.0027184221
chr11	3818953	3847601	chr11	4093793	4094308	ENSG00000148985	+	chr11:4093793-4094308	negative	train	0.138455006253247	274840	0.0017302558
chr11	3818953	3847601	chr11	3538573	3538681	ENSG00000148985	+	chr11:3538573-3538681	negative	test	-0.0148089658512942	280272	0.0017406745
chr11	3818953	3847601	chr11	3538448	3538563	ENSG00000148985	+	chr11:3538448-3538563	negative	train	-0.0442584535274477	280390	0.0017406745
chr11	3818953	3847601	chr11	3538265	3538445	ENSG00000148985	+	chr11:3538265-3538445	negative	test	0.0127566300554172	280508	0.0017406745
chr11	3818953	3847601	chr11	3532700	3532962	ENSG00000148985	+	chr11:3532700-3532962	negative	train	-0.0675503528875698	285991	0.00029368162
chr11	3818953	3847601	chr11	3532549	3532699	ENSG00000148985	+	chr11:3532549-3532699	negative	train	-0.44801632269682	286254	0.00029368162
chr11	3818953	3847601	chr11	3530622	3530741	ENSG00000148985	+	chr11:3530622-3530741	negative	train	-0.0025418267841768	288212	9.8201064e-05
chr11	3818953	3847601	chr11	3530506	3530620	ENSG00000148985	+	chr11:3530506-3530620	negative	train	-0.060733893927412	288333	9.8201064e-05
chr11	3818953	3847601	chr11	3528557	3529019	ENSG00000148985	+	chr11:3528557-3529019	negative	train	-0.249175983912623	289934	0.00062984056
chr11	3818953	3847601	chr11	4165958	4166333	ENSG00000148985	+	chr11:4165958-4166333	negative	train	-0.137656116916566	347005	0.00051846157
chr11	3818953	3847601	chr11	4166885	4168299	ENSG00000148985	+	chr11:4166885-4168299	negative	test	-0.0755036642846241	347932	0.0053376382
chr11	3818953	3847601	chr11	3465647	3465720	ENSG00000148985	+	chr11:3465647-3465720	negative	train	0.27198842074561	353233	0.00013820207
chr11	3818953	3847601	chr11	3465560	3465633	ENSG00000148985	+	chr11:3465560-3465633	negative	train	0.0308502714162693	353320	0.00013820207
chr11	3818953	3847601	chr11	3465446	3465524	ENSG00000148985	+	chr11:3465446-3465524	negative	train	-0.138037853233435	353429	0.00013820207
chr11	3818953	3847601	chr11	3465279	3465429	ENSG00000148985	+	chr11:3465279-3465429	negative	train	-0.0020051433254961	353524	0.00013820207
chr11	3818953	3847601	chr11	3459063	3459272	ENSG00000148985	+	chr11:3459063-3459272	negative	train	0.14396691770661	359681	0.00032276376
chr11	3818953	3847601	chr11	3458588	3458986	ENSG00000148985	+	chr11:3458588-3458986	negative	train	-0.014977028443542	359967	0.00032276376
chr11	3818953	3847601	chr11	4182494	4182930	ENSG00000148985	+	chr11:4182494-4182930	negative	train	0.144699363632645	363541	0.0020259501
chr11	3818953	3847601	chr11	3443737	3443990	ENSG00000148985	+	chr11:3443737-3443990	negative	train	-0.0569524860677935	374963	0.012906189
chr11	3818953	3847601	chr11	3429810	3429878	ENSG00000148985	+	chr11:3429810-3429878	negative	valid	0.103819339557239	389075	9.1868554e-05
chr11	3818953	3847601	chr11	3429588	3429768	ENSG00000148985	+	chr11:3429588-3429768	negative	train	-0.0038895468379505	389185	9.1868554e-05
chr11	3818953	3847601	chr11	3425772	3426204	ENSG00000148985	+	chr11:3425772-3426204	negative	train	0.145050710480906	392749	0.00095787203
chr11	3818953	3847601	chr11	3425466	3425591	ENSG00000148985	+	chr11:3425466-3425591	negative	train	0.208502287686947	393362	0.00095787203
chr11	3818953	3847601	chr11	3422453	3422556	ENSG00000148985	+	chr11:3422453-3422556	negative	train	-0.0001088218953022	396397	0.00014097836
chr11	3818953	3847601	chr11	4216158	4216534	ENSG00000148985	+	chr11:4216158-4216534	negative	train	0.175938002281992	397205	0.00065029242
chr11	3818953	3847601	chr11	4218165	4218384	ENSG00000148985	+	chr11:4218165-4218384	negative	train	0.0718700715266625	399212	0.00037542133
chr8	108261720	108510283	chr8	108322476	108323079	ENSG00000154188	-	chr8:108322476-108323079	positive	valid	-0.493595978266939	187203	0.08939934199999999
chr8	108261720	108510283	chr8	108317286	108317817	ENSG00000154188	-	chr8:108317286-108317817	positive	train	-0.677805590763795	192465	0.029147186
chr8	108261720	108510283	chr8	108508031	108508513	ENSG00000154188	-	chr8:108508031-108508513	negative	train	-0.282685439270771	1769	0.12372197
chr8	108261720	108510283	chr8	108537761	108538226	ENSG00000154188	-	chr8:108537761-108538226	negative	train	0.115204676778258	27479	0.015047109
chr8	108261720	108510283	chr8	108619016	108619324	ENSG00000154188	-	chr8:108619016-108619324	negative	train	0.0339617324765843	108734	0.001774636
chr8	108261720	108510283	chr8	108387738	108388432	ENSG00000154188	-	chr8:108387738-108388432	negative	train	0.0535732148996844	121850	0.0079291695
chr8	108261720	108510283	chr8	108356346	108356849	ENSG00000154188	-	chr8:108356346-108356849	negative	train	0.0888731353293339	153433	0.0081205178
chr8	108261720	108510283	chr8	108327379	108327843	ENSG00000154188	-	chr8:108327379-108327843	negative	train	-0.215752810898475	182439	0.030367301
chr8	108261720	108510283	chr8	108326430	108326518	ENSG00000154188	-	chr8:108326430-108326518	negative	train	-0.227479522031881	183764	0.030367301
chr8	108261720	108510283	chr8	108300506	108300698	ENSG00000154188	-	chr8:108300506-108300698	negative	train	-0.258413402458216	209584	0.0084424538
chr8	108261720	108510283	chr8	108299633	108300313	ENSG00000154188	-	chr8:108299633-108300313	negative	train	-0.0989093910648005	209969	0.0222139668
chr8	108261720	108510283	chr8	108227453	108228057	ENSG00000154188	-	chr8:108227453-108228057	negative	test	-0.036405976423462	282225	0.010243496
chr8	108261720	108510283	chr8	108160060	108160669	ENSG00000154188	-	chr8:108160060-108160669	negative	valid	-0.0637519420532274	349613	0.010837244
chr8	108261720	108510283	chr8	108117051	108117530	ENSG00000154188	-	chr8:108117051-108117530	negative	train	-0.0078500857260858	392752	0.0029589889
chr8	97273942	97349223	chr8	97283735	97283929	ENSG00000156471	+	chr8:97283735-97283929	positive	valid	-0.0769588771404046	9793	0.0093701545
chr8	97273942	97349223	chr8	97288535	97288894	ENSG00000156471	+	chr8:97288535-97288894	positive	train	-0.0574617976517027	14593	0.0084916761
chr8	97273942	97349223	chr8	97290797	97291167	ENSG00000156471	+	chr8:97290797-97291167	positive	train	-0.0774813680209869	16855	0.013778438
chr8	97273942	97349223	chr8	97305917	97306194	ENSG00000156471	+	chr8:97305917-97306194	positive	train	-0.0725921445546378	31975	0.0024166282
chr8	97273942	97349223	chr8	97266013	97266518	ENSG00000156471	+	chr8:97266013-97266518	negative	valid	-0.0274017033846077	7424	0.034659654
chr8	97273942	97349223	chr8	97294435	97294637	ENSG00000156471	+	chr8:97294435-97294637	negative	train	-0.0206184560089888	20493	0.018417959
chr8	97273942	97349223	chr8	97225877	97226494	ENSG00000156471	+	chr8:97225877-97226494	negative	test	-0.0118266147243664	47448	0.0011732761
chr8	97273942	97349223	chr8	97224009	97224832	ENSG00000156471	+	chr8:97224009-97224832	negative	train	0.0202201917252267	49110	0.0041136522
chr8	97273942	97349223	chr8	97222254	97222659	ENSG00000156471	+	chr8:97222254-97222659	negative	train	0.0283440046285439	51283	0.0015726594
chr8	97273942	97349223	chr8	97340142	97340548	ENSG00000156471	+	chr8:97340142-97340548	negative	train	-0.0581723686991249	66200	0.0010001751
chr8	97273942	97349223	chr8	97351444	97352153	ENSG00000156471	+	chr8:97351444-97352153	negative	valid	0.0145662144159249	77502	0.00078076394
chr8	97273942	97349223	chr8	97537979	97538481	ENSG00000156471	+	chr8:97537979-97538481	negative	train	0.0033123761208835	264037	0.002578195
chr8	97273942	97349223	chr8	96939258	96939706	ENSG00000156471	+	chr8:96939258-96939706	negative	train	0.0005311230911866	334236	0.00079081028
chr8	97273942	97349223	chr8	97632858	97634157	ENSG00000156471	+	chr8:97632858-97634157	negative	train	0.0246470716213787	358916	0.0007089425600000001
chr8	97273942	97349223	chr8	96907016	96907407	ENSG00000156471	+	chr8:96907016-96907407	negative	train	0.0097759624972479	366535	0.00053479168
chr8	97273942	97349223	chr8	97654452	97654654	ENSG00000156471	+	chr8:97654452-97654654	negative	train	-0.0013909096170474	380510	0.00036959493
chr8	97273942	97349223	chr8	97655489	97659853	ENSG00000156471	+	chr8:97655489-97659853	negative	valid	0.0076784182716807	381547	0.009451756569999999
chr8	126103920	126379362	chr8	126111308	126111741	ENSG00000156831	+	chr8:126111308-126111741	positive	train	-0.202451319440493	7388	0.0048510413
chr8	126103920	126379362	chr8	126111745	126112850	ENSG00000156831	+	chr8:126111745-126112850	negative	train	-0.0774205322534399	7825	0.01342693
chr8	126103920	126379362	chr8	126123086	126123420	ENSG00000156831	+	chr8:126123086-126123420	negative	train	-0.0387334669017398	19166	0.0056838899
chr8	126103920	126379362	chr8	126175518	126176153	ENSG00000156831	+	chr8:126175518-126176153	negative	train	-0.0221824543553938	71598	0.0036748401
chr8	126103920	126379362	chr8	126187633	126187942	ENSG00000156831	+	chr8:126187633-126187942	negative	train	-0.100830599914035	83713	0.0023531535
chr8	126103920	126379362	chr8	126193117	126193631	ENSG00000156831	+	chr8:126193117-126193631	negative	train	-0.118245507425146	89197	0.0038947628
chr8	126103920	126379362	chr8	126203650	126204554	ENSG00000156831	+	chr8:126203650-126204554	negative	train	-0.0583260819923956	99730	0.0061217066
chr8	126103920	126379362	chr8	126204772	126205249	ENSG00000156831	+	chr8:126204772-126205249	negative	test	-0.101449497283785	100852	0.0031613579
chr8	126103920	126379362	chr8	125980359	125980739	ENSG00000156831	+	chr8:125980359-125980739	negative	train	-0.001384948527728	123181	0.0026411433
chr8	126103920	126379362	chr8	125979329	125979601	ENSG00000156831	+	chr8:125979329-125979601	negative	train	0.0284854255854528	124319	0.00081126409
chr8	126103920	126379362	chr8	126231494	126231932	ENSG00000156831	+	chr8:126231494-126231932	negative	train	-0.11238097707285	127574	0.0012274926
chr8	126103920	126379362	chr8	126232109	126232473	ENSG00000156831	+	chr8:126232109-126232473	negative	train	-0.0318230516599453	128189	0.0012591058
chr8	126103920	126379362	chr8	125968124	125968925	ENSG00000156831	+	chr8:125968124-125968925	negative	train	-0.0542305337199084	134995	0.0035110935
chr8	126103920	126379362	chr8	125965958	125967309	ENSG00000156831	+	chr8:125965958-125967309	negative	train	0.0035053323481476	136611	0.0044167168
chr8	126103920	126379362	chr8	126240829	126241535	ENSG00000156831	+	chr8:126240829-126241535	negative	train	-0.0550109670115567	136909	0.0012964379
chr8	126103920	126379362	chr8	125951683	125952196	ENSG00000156831	+	chr8:125951683-125952196	negative	train	0.0300947053065603	151724	0.0016545212
chr8	126103920	126379362	chr8	126270850	126271065	ENSG00000156831	+	chr8:126270850-126271065	negative	train	-0.120471804180954	166930	0.00022466874
chr8	126103920	126379362	chr8	126272266	126272607	ENSG00000156831	+	chr8:126272266-126272607	negative	train	-0.0292776969351755	168346	0.00047120853
chr8	126103920	126379362	chr8	125933566	125934041	ENSG00000156831	+	chr8:125933566-125934041	negative	train	-0.0136653661931575	169879	0.0012849498
chr8	126103920	126379362	chr8	125928370	125929021	ENSG00000156831	+	chr8:125928370-125929021	negative	train	0.0716697875214175	174899	0.0014187141
chr8	126103920	126379362	chr8	126283563	126284029	ENSG00000156831	+	chr8:126283563-126284029	negative	valid	-0.0847053755273928	179643	0.0024900689
chr8	126103920	126379362	chr8	126286217	126286436	ENSG00000156831	+	chr8:126286217-126286436	negative	test	-0.0249581555520308	182297	0.00035965394
chr8	126103920	126379362	chr8	126290717	126290948	ENSG00000156831	+	chr8:126290717-126290948	negative	train	-0.157105723993936	186797	0.00078997306
chr8	126103920	126379362	chr8	126291344	126291705	ENSG00000156831	+	chr8:126291344-126291705	negative	train	-0.0044494175876002	187424	0.0012117613
chr8	126103920	126379362	chr8	125909840	125910050	ENSG00000156831	+	chr8:125909840-125910050	negative	test	-0.0470293505748883	193870	0.0011272824
chr8	126103920	126379362	chr8	125909763	125909839	ENSG00000156831	+	chr8:125909763-125909839	negative	train	0.0308939442926853	194081	0.0011272824
chr8	126103920	126379362	chr8	125907696	125909626	ENSG00000156831	+	chr8:125907696-125909626	negative	train	0.0129051812665045	194294	0.0130758674
chr8	126103920	126379362	chr8	125906682	125906974	ENSG00000156831	+	chr8:125906682-125906974	negative	train	0.0617702973259467	196946	0.00082258865
chr8	126103920	126379362	chr8	126301659	126301868	ENSG00000156831	+	chr8:126301659-126301868	negative	train	-0.0383521656920685	197739	0.0014527154
chr8	126103920	126379362	chr8	126302635	126302847	ENSG00000156831	+	chr8:126302635-126302847	negative	test	-0.0047480753032963	198715	0.0013246404
chr8	126103920	126379362	chr8	125900071	125901347	ENSG00000156831	+	chr8:125900071-125901347	negative	train	0.0743084071112401	202573	0.0027875943
chr8	126103920	126379362	chr8	126307033	126307282	ENSG00000156831	+	chr8:126307033-126307282	negative	train	-0.0917537272827187	203113	0.00079009252
chr8	126103920	126379362	chr8	126319408	126319994	ENSG00000156831	+	chr8:126319408-126319994	negative	train	0.0133070983429571	215488	0.002593108
chr8	126103920	126379362	chr8	126324808	126325281	ENSG00000156831	+	chr8:126324808-126325281	negative	test	-0.103381412143573	220888	0.0065428739
chr8	126103920	126379362	chr8	125878744	125879176	ENSG00000156831	+	chr8:125878744-125879176	negative	train	0.0336378316469936	224744	0.0017967226
chr8	126103920	126379362	chr8	125865942	125866358	ENSG00000156831	+	chr8:125865942-125866358	negative	train	0.0914921080776299	237562	0.0022008898
chr8	126103920	126379362	chr8	126346126	126347081	ENSG00000156831	+	chr8:126346126-126347081	negative	train	-0.0449550765296067	242206	0.0200211564
chr8	126103920	126379362	chr8	125860790	125861074	ENSG00000156831	+	chr8:125860790-125861074	negative	valid	-0.0413755763539269	242846	0.035374814
chr8	126103920	126379362	chr8	126347087	126347248	ENSG00000156831	+	chr8:126347087-126347248	negative	train	-0.109852040001906	243167	0.0040238674
chr8	126103920	126379362	chr8	125859713	125860724	ENSG00000156831	+	chr8:125859713-125860724	negative	train	-0.0293312707686131	243196	0.035374814
chr8	126103920	126379362	chr8	126347250	126347490	ENSG00000156831	+	chr8:126347250-126347490	negative	valid	0.0105262981017576	243330	0.0040238674
chr8	126103920	126379362	chr8	126347836	126348305	ENSG00000156831	+	chr8:126347836-126348305	negative	train	0.0101754757293555	243916	0.0008771443
chr8	126103920	126379362	chr8	125854905	125855536	ENSG00000156831	+	chr8:125854905-125855536	negative	train	0.0369805068782174	248384	0.0035940562
chr8	126103920	126379362	chr8	126354506	126354828	ENSG00000156831	+	chr8:126354506-126354828	negative	train	-0.0968458546535318	250586	0.0011170534
chr8	126103920	126379362	chr8	125842921	125843306	ENSG00000156831	+	chr8:125842921-125843306	negative	train	-0.0581711210253224	260614	0.0038048848
chr8	126103920	126379362	chr8	126369582	126369998	ENSG00000156831	+	chr8:126369582-126369998	negative	train	-0.0576011539324518	265662	0.00091167884
chr8	126103920	126379362	chr8	126374978	126375379	ENSG00000156831	+	chr8:126374978-126375379	negative	valid	-0.0466302866899316	271058	0.0032757024
chr8	126103920	126379362	chr8	125829399	125829604	ENSG00000156831	+	chr8:125829399-125829604	negative	train	0.0012757785894019	274316	0.0016068818
chr8	126103920	126379362	chr8	125827112	125828291	ENSG00000156831	+	chr8:125827112-125828291	negative	train	0.0530100165123505	275629	0.0065681699
chr8	126103920	126379362	chr8	125820805	125821166	ENSG00000156831	+	chr8:125820805-125821166	negative	train	0.0534454295358892	282754	0.0007014906
chr8	126103920	126379362	chr8	125816221	125816444	ENSG00000156831	+	chr8:125816221-125816444	negative	train	0.0046155020776885	287476	0.0013049454
chr8	126103920	126379362	chr8	126394776	126395422	ENSG00000156831	+	chr8:126394776-126395422	negative	train	0.0384550412439489	290856	0.0011125003
chr8	126103920	126379362	chr8	126395842	126396435	ENSG00000156831	+	chr8:126395842-126396435	negative	train	0.0266510709068177	291922	0.0029687898
chr8	126103920	126379362	chr8	125794915	125795456	ENSG00000156831	+	chr8:125794915-125795456	negative	train	-0.0232198765342083	308464	0.0023378605
chr8	126103920	126379362	chr8	125784257	125784724	ENSG00000156831	+	chr8:125784257-125784724	negative	valid	-0.020907666103547	319196	0.0011089032
chr8	126103920	126379362	chr8	126435072	126435254	ENSG00000156831	+	chr8:126435072-126435254	negative	train	-0.0308541272339617	331152	0.00053642233
chr8	126103920	126379362	chr8	126441414	126441734	ENSG00000156831	+	chr8:126441414-126441734	negative	train	0.0171766290686778	337494	0.0076811896
chr8	126103920	126379362	chr8	125763945	125764467	ENSG00000156831	+	chr8:125763945-125764467	negative	train	0.0153778836918149	339453	0.00099637143
chr8	126103920	126379362	chr8	125761227	125761865	ENSG00000156831	+	chr8:125761227-125761865	negative	valid	0.0635417236203142	342055	0.0023993379
chr8	126103920	126379362	chr8	126446814	126447287	ENSG00000156831	+	chr8:126446814-126447287	negative	train	0.0273478076014915	342894	0.0028079095
chr8	126103920	126379362	chr8	126457374	126457616	ENSG00000156831	+	chr8:126457374-126457616	negative	test	0.0222285372695451	353454	0.0004955439
chr8	126103920	126379362	chr8	126459028	126459766	ENSG00000156831	+	chr8:126459028-126459766	negative	train	0.0066578518458876	355108	0.0066919215
chr8	126103920	126379362	chr8	125748002	125748753	ENSG00000156831	+	chr8:125748002-125748753	negative	train	-0.0206330038151873	355167	0.00056277006
chr8	126103920	126379362	chr8	125743446	125743781	ENSG00000156831	+	chr8:125743446-125743781	negative	train	0.0149781922442053	360139	0.00081952905
chr8	126103920	126379362	chr8	125732783	125733298	ENSG00000156831	+	chr8:125732783-125733298	negative	train	-0.0343544603173013	370622	0.0013756969
chr8	126103920	126379362	chr8	126479162	126479696	ENSG00000156831	+	chr8:126479162-126479696	negative	valid	-0.0366571761204708	375242	0.0021777827
chr8	126103920	126379362	chr8	125707453	125707878	ENSG00000156831	+	chr8:125707453-125707878	negative	valid	-0.0320839248357452	396042	0.00078641092
chr8	126103920	126379362	chr8	125699870	125700410	ENSG00000156831	+	chr8:125699870-125700410	negative	train	-0.0126154939164069	403510	0.0018024884
chr8	126103920	126379362	chr8	125696653	125697279	ENSG00000156831	+	chr8:125696653-125697279	negative	train	-0.0413372739266795	406641	0.0019282175
chr8	126103920	126379362	chr8	125685664	125686004	ENSG00000156831	+	chr8:125685664-125686004	negative	train	0.050504863958282	417916	0.0017018015
chr8	126103920	126379362	chr8	125678290	125678545	ENSG00000156831	+	chr8:125678290-125678545	negative	train	-0.0127765287474255	425375	0.00099408535
chr8	126103920	126379362	chr8	125672273	125673037	ENSG00000156831	+	chr8:125672273-125673037	negative	train	0.031477883069288	430883	0.0064520162
chr8	126103920	126379362	chr8	125667520	125668130	ENSG00000156831	+	chr8:125667520-125668130	negative	train	0.0124235698250665	435790	0.0024375635
chr8	126103920	126379362	chr8	126540980	126541406	ENSG00000156831	+	chr8:126540980-126541406	negative	train	0.003671302050805	437060	0.0013008095
chr8	126103920	126379362	chr8	125663327	125664125	ENSG00000156831	+	chr8:125663327-125664125	negative	valid	-0.012959816262843	439795	0.0068051005
chr8	126103920	126379362	chr8	125661840	125662200	ENSG00000156831	+	chr8:125661840-125662200	negative	train	0.0036782183325239	441720	0.0052912757
chr8	126103920	126379362	chr8	125661242	125661784	ENSG00000156831	+	chr8:125661242-125661784	negative	train	-0.0083804436525626	442136	0.0052912757
chr8	126103920	126379362	chr8	125657856	125658067	ENSG00000156831	+	chr8:125657856-125658067	negative	train	-0.050950761049207	445853	0.0004485287
chr8	126103920	126379362	chr8	126553060	126554023	ENSG00000156831	+	chr8:126553060-126554023	negative	train	0.0670548635842183	449140	0.0050246434
